"name","breed","sex","shots","licensed","neutered","birthdate","weight"
"Casimer","Kunming Wolfdog","F",0,0,1,"2017-9-16",134
"Davon","Welsh Corgi, Cardigan","U",1,0,0,"2017-9-28",12
"Penelope","Rampur Greyhound","F",1,1,0,"2018-2-20",138
"Paige","Elo","M",1,0,0,"2017-10-20",122
"Sally","Blue Paul Terrier","F",0,1,0,"2017-11-2",60
"Sandy","Australian Terrier","F",1,1,0,"2018-5-31",81
"Isaias","American Water Spaniel","U",1,0,1,"2018-4-16",147
"Jacky","Lagotto Romagnolo","U",0,0,1,"2018-1-24",126
"Margot","Samoyed","M",0,0,0,"2017-10-31",86
"Ladarius","Kintamani","U",1,0,0,"2018-4-27",39
"Mae","Greek Harehound","U",1,0,1,"2017-9-28",121
"Alyce","Old Time Farm Shepherd","U",1,0,0,"2018-7-2",120
"Josefina","Griffon Bruxellois","M",0,1,1,"2017-8-7",27
"Rupert","Slovak Cuvac","U",1,1,1,"2018-6-10",109
"Treva","Norfolk Terrier","F",0,1,0,"2018-3-16",119
"Modesto","Toy Fox Terrier","F",0,0,1,"2018-7-21",71
"Antonina","Cairn Terrier","F",0,1,0,"2017-12-16",110
"Rod","Puli","M",0,1,1,"2017-11-17",35
"Darian","Schweizerischer Niederlaufhund","M",0,1,1,"2018-1-7",114
"Cora","Kyi-Leo","M",1,1,0,"2017-10-18",104
"Pink","Belgian Shepherd Dog (Groenendael)","U",0,1,1,"2018-3-14",51
"Ulices","Perro de Presa Canario","F",0,1,0,"2018-7-16",148
"Bulah","Hokkaido","M",1,0,0,"2018-3-1",29
"Jasmin","Japanese Chin","F",1,1,0,"2017-10-31",115
"Herbert","Hokkaido","U",1,1,0,"2018-7-7",47
"Bennett","Ariegeois","U",1,1,1,"2018-2-5",37
"Evans","Field Spaniel","F",0,0,0,"2018-4-27",12
"Lucie","Schweizer Laufhund","F",0,1,1,"2018-6-6",109
"Ayana","Toy Bulldog","U",0,1,0,"2018-5-20",96
"Camron","Kurī","M",1,0,1,"2018-6-7",109
"Donny","Podenco Canario","M",0,0,1,"2017-12-19",139
"Amari","Seskar Seal Dog","M",0,1,1,"2017-11-30",47
"Mariane","Griffon Bleu de Gascogne","F",1,0,1,"2018-7-10",19
"Katherine","Borzoi","U",0,0,1,"2018-4-23",96
"Gunner","Bloodhound","M",1,0,1,"2018-4-11",134
"Jayda","Harrier","M",0,0,1,"2017-11-29",42
"Ali","Dandie Dinmont Terrier","F",1,0,0,"2018-6-22",78
"Seamus","Cão de Gado Transmontano","F",0,0,0,"2017-8-13",76
"Alexandrea","Collie, Smooth","M",1,0,0,"2017-10-12",135
"Chris","Löwchen","M",0,1,1,"2017-8-12",13
"Candido","Poodle","M",1,1,1,"2017-12-27",35
"Krista","Bearded Collie","U",0,0,1,"2018-4-6",137
"Frankie","Golden Retriever","M",0,0,0,"2017-12-6",129
"Sterling","Cairn Terrier","U",0,1,1,"2017-11-15",91
"Amina","Boston Terrier","F",1,0,0,"2018-2-27",145
"Jailyn","Kromfohrländer","U",0,1,1,"2017-11-12",104
"Oral","American Eskimo Dog","F",0,1,0,"2018-1-12",101
"Lucinda","Pug","F",1,1,1,"2018-3-29",81
"Americo","Pyrenean Mastiff","U",0,0,0,"2018-3-26",112
"Julian","Cantabrian Water Dog","F",0,1,0,"2018-5-21",19
"David","Mastiff","M",1,0,1,"2018-3-19",112
"Orin","Maremma Sheepdog","M",0,0,1,"2018-5-18",35
"Dock","Black Norwegian Elkhound","U",0,0,1,"2018-2-21",72
"Brooks","Moscow Watchdog","F",1,0,1,"2018-4-23",109
"Lulu","English White Terrier","M",1,1,1,"2018-6-22",126
"Iliana","Australian Silky Terrier","F",0,0,0,"2017-8-30",59
"Rollin","Collie, Smooth","M",0,0,1,"2017-11-16",12
"Jacynthe","Cane Corso","U",0,0,0,"2017-12-20",107
"Joany","Blue Lacy","F",1,0,1,"2017-11-25",61
"Tess","Tweed Water Spaniel","M",0,0,0,"2018-2-17",141
"Clifton","Giant Schnauzer","F",1,0,0,"2017-10-20",94
"Pierre","Chinook","F",1,0,1,"2018-3-28",117
"Ashton","Rhodesian Ridgeback","F",0,1,0,"2017-8-23",18
"Damon","Australian Silky Terrier","M",0,1,0,"2018-3-27",84
"Kelsi","Fox Terrier, Smooth","U",0,0,1,"2018-6-10",110
"Noemi","Hovawart","U",0,1,1,"2018-2-4",19
"Maverick","Saint-Usuge Spaniel","U",0,0,1,"2017-12-26",54
"Felicity","Polish Lowland Sheepdog","U",1,0,0,"2018-4-3",40
"Elvie","American Akita","U",0,1,0,"2017-11-12",34
"Idell","Mudi","M",1,0,0,"2018-5-25",83
"Karen","Border Collie","U",1,1,0,"2017-11-28",68
"Jay","Alpine Spaniel","U",0,0,0,"2017-9-23",88
"Asia","Ratonero Valenciano","F",1,1,1,"2018-2-19",30
"Pat","Pungsan Dog","U",1,1,0,"2018-6-5",45
"Lysanne","Patterdale Terrier","F",1,1,0,"2017-8-24",17
"Clarabelle","White Shepherd","M",1,0,1,"2017-10-27",46
"Mafalda","Lhasa Apso","U",1,1,1,"2018-5-18",68
"Hanna","Austrian Pinscher","F",0,1,1,"2018-2-8",88
"Kelli","Broholmer","U",1,1,1,"2018-6-25",53
"Jess","Ratonero Murciano de Huerta","M",1,1,1,"2018-2-17",110
"Trey","Puli","U",1,0,0,"2017-12-15",144
"Taylor","Staffordshire Bull Terrier","U",1,0,1,"2018-3-1",14
"Muriel","American Foxhound","U",0,0,1,"2018-5-27",87
"Wellington","Caucasian Shepherd Dog","F",1,1,1,"2017-11-4",121
"Candice","Chien Français Tricolore","M",1,1,1,"2018-1-19",60
"Jabari","Puli","U",1,0,1,"2018-1-14",35
"Lincoln","Toy Fox Terrier","U",1,0,1,"2018-1-6",81
"Trevor","Chippiparai","F",1,1,0,"2017-9-30",44
"Josie","Spinone Italiano","U",1,0,0,"2018-2-22",117
"Orlando","Alaskan Malamute","U",1,1,1,"2018-7-15",143
"Kiley","Southern Hound","F",1,1,0,"2018-6-17",25
"Eriberto","Tenterfield Terrier","M",1,1,0,"2017-8-24",75
"Edythe","Bearded Collie","M",1,1,1,"2017-10-25",28
"Monte","Berger Picard","U",1,0,1,"2017-10-28",50
"Nathaniel","Posavac Hound","U",0,1,0,"2018-6-26",9
"Nicholas","Blue Lacy","F",1,1,1,"2017-9-4",17
"Willis","Polish Hound","F",1,0,1,"2018-2-17",144
"Kathlyn","Bleu de Gascogne, Petit","M",1,1,1,"2017-12-7",37
"Daron","Fox Terrier, Wire","U",1,1,1,"2018-2-23",82
"Quinten","Seppala Siberian Sleddog","M",1,1,0,"2018-3-31",88
"Mellie","Schweizer Laufhund","U",1,1,1,"2017-7-28",8
"Aubrey","Pharaoh Hound","U",1,1,0,"2017-8-27",38
"Maximilian","Norwich Terrier","F",0,0,0,"2018-4-25",80
"Velva","Saluki","F",0,0,0,"2017-9-23",38
"Katheryn","Westphalian Dachsbracke","U",0,1,1,"2018-7-27",72
"Deshaun","Portuguese Pointer","F",1,0,1,"2017-10-18",40
"Marilyne","Norwegian Buhund","U",1,0,0,"2017-9-21",149
"Ryleigh","Karelian Bear Dog","U",0,1,1,"2017-9-13",97
"Madisen","Chippiparai","F",1,1,0,"2017-10-26",124
"Marjorie","Burgos Pointer","F",0,1,1,"2018-5-26",141
"Elwin","North Country Beagle","U",1,0,1,"2018-7-9",131
"Brycen","Basenji","M",1,0,1,"2018-4-3",5
"Chelsey","Havanese","U",1,1,1,"2017-9-15",133
"Tito","Soft-Coated Wheaten Terrier","M",1,0,0,"2017-11-22",21
"Mabel","Molossus of Epirus","F",1,0,1,"2017-11-4",104
"Korbin","Alaunt","F",0,1,1,"2017-12-17",33
"Alison","Miniature Shar Pei","U",0,1,0,"2018-5-15",28
"Freeda","Croatian Sheepdog","M",1,1,1,"2018-1-3",45
"Amina","Labrador Husky","U",0,1,1,"2018-4-2",92
"Jesus","Picardy Spaniel","F",1,0,1,"2018-7-1",144
"Letha","Bearded Collie","U",1,1,0,"2018-4-20",97
"Connor","Weimaraner","M",1,1,1,"2018-2-6",133
"Christelle","Tyrolean Hound","M",0,1,0,"2017-9-30",129
"Audie","Bracco Italiano","M",0,1,1,"2018-2-15",21
"Mariane","Lithuanian Hound","U",0,0,0,"2018-6-27",149
"Octavia","Miniature Pinscher","F",1,1,0,"2018-5-8",13
"Mackenzie","Old Danish Pointer","M",0,1,0,"2017-7-30",98
"Brianne","Hanover Hound","U",1,1,0,"2017-8-1",13
"Leif","Norwegian Lundehund","U",1,1,0,"2017-11-23",42
"Herminia","Staffordshire Bull Terrier","M",0,1,1,"2018-7-28",122
"Abagail","Grand Anglo-Français Blanc et Noir","F",0,0,1,"2017-9-3",100
"Toy","Bernese Mountain Dog","F",1,1,0,"2017-9-18",64
"Clark","Vizsla","U",0,1,1,"2017-11-3",36
"Donnell","Pražský Krysařík","U",1,1,0,"2018-1-23",107
"Ericka","Sakhalin Husky","M",1,1,1,"2017-8-16",118
"Lolita","Norwegian Elkhound","F",1,1,1,"2017-11-25",120
"Jalyn","Belgian Shepherd Dog (Tervuren)","U",0,0,0,"2018-3-18",149
"Jarret","Old Danish Pointer","U",1,0,0,"2018-7-9",54
"Jaylon","Miniature Australian Shepherd","M",0,0,1,"2017-12-28",57
"Emil","Belgian Shepherd Dog (Groenendael)","M",0,0,0,"2018-3-17",51
"Jeffry","Ratonero Murciano de Huerta","U",1,0,0,"2018-3-19",66
"Otis","Toy Manchester Terrier","U",0,1,0,"2017-11-4",45
"Marielle","Dogo Cubano","F",0,0,1,"2017-12-24",89
"Aletha","Italian Greyhound","M",0,1,1,"2018-7-4",143
"Wellington","Old German Shepherd Dog","M",0,1,1,"2017-11-25",39
"Eve","Croatian Sheepdog","U",1,1,1,"2017-8-17",121
"Lavon","Fila Brasileiro","M",1,0,0,"2018-3-3",58
"Joey","Chinese Imperial Dog","U",1,0,1,"2018-3-9",143
"Nia","Brittany","M",0,0,1,"2018-5-16",88
"Domenic","Keeshond","M",1,1,0,"2018-6-6",117
"Johnathan","Bull Terrier (Miniature)","F",1,1,1,"2017-11-11",41
"Barrett","Border Collie","F",0,0,1,"2018-7-2",59
"Gage","Bleu de Gascogne, Grand","F",0,0,0,"2018-4-16",140
"Suzanne","Beauceron","M",0,1,0,"2018-1-17",131
"Dedrick","Jack Russell Terrier","M",1,1,0,"2018-7-4",60
"Jaquelin","Lakeland Terrier","U",1,1,1,"2017-8-23",19
"Granville","Bedlington Terrier","F",1,0,1,"2017-10-17",149
"Bessie","Blue Lacy","F",0,0,1,"2018-1-23",21
"Darlene","Sloughi","M",1,0,0,"2017-10-20",145
"Elfrieda","Airedale Terrier","F",1,1,1,"2017-9-5",99
"Eunice","Neapolitan Mastiff","U",0,0,1,"2018-2-25",99
"Ola","Belgian Shepherd Dog (Malinois)","F",1,0,1,"2018-1-7",74
"Wava","Volpino Italiano","F",1,0,1,"2018-2-5",59
"Randall","Bedlington Terrier","U",1,0,1,"2018-5-2",5
"Hosea","Moscow Watchdog","F",1,0,1,"2017-10-22",102
"Cedrick","French Spaniel","M",0,0,0,"2018-3-30",31
"Kayli","Billy","M",1,0,1,"2017-12-10",139
"Kevon","Old Croatian Sighthound","M",1,0,1,"2018-2-9",113
"Kristoffer","Perro de Presa Canario","M",1,1,1,"2017-9-17",132
