"name","breed","sex","shots","declawed","neutered","birthdate"
"Pattie","Norwegian Forest cat","U",1,1,1,"2017-11-24"
"Freddie","Ukrainian Levkoy","F",0,1,1,"2018-6-23"
"Jaleel","Persian (traditional)","U",1,0,1,"2018-3-24"
"Ellen","Somali","F",1,0,1,"2018-4-24"
"Alexie","Australian Mist","F",0,1,0,"2018-1-15"
"Maximillia","British Semi-longhair","U",1,1,1,"2018-1-9"
"Esperanza","American Curl","M",1,0,1,"2018-2-27"
"Alan","Pixie-bob","F",1,1,0,"2017-9-28"
"Frances","Asian","U",1,1,1,"2017-12-8"
"Keshawn","Dwelf","U",0,0,0,"2018-1-24"
"Joannie","Siamese ","M",0,0,1,"2017-8-7"
"Maiya","British Shorthair","U",1,0,1,"2018-3-7"
"King","Burmilla","F",1,1,1,"2017-11-16"
"Cyril","Tonkinese","U",1,1,1,"2017-8-6"
"Althea","York Chocolate","U",0,0,0,"2018-2-9"
"Emmie","Savannah","F",0,0,1,"2018-1-30"
"Thomas","Somali","U",1,1,0,"2017-11-2"
"Earl","British Semi-longhair","F",1,1,1,"2018-3-25"
"Lois","Chartreux","M",1,1,1,"2018-7-25"
"Preston","Foldex[5]","M",1,0,1,"2017-12-5"
"Kaci","Birman","M",0,0,1,"2018-4-26"
"Rylee","Bombay","M",0,1,1,"2017-10-21"
"Mohamed","Chantilly-Tiffany","F",1,1,1,"2017-8-8"
"Norbert","Ojos Azules","M",1,0,1,"2017-12-30"
"Millie","Exotic Shorthair","U",1,1,0,"2018-3-2"
"Jose","Turkish Van","F",1,0,0,"2017-9-21"
"Margot","Colorpoint Shorthair","F",0,1,0,"2018-1-15"
"Milton","Oriental Longhair","F",0,1,1,"2018-7-11"
"Christophe","Thai Lilac","U",0,0,0,"2017-12-6"
"Cydney","Savannah","U",0,1,0,"2017-9-29"
"Hubert","Norwegian Forest cat","M",0,1,0,"2018-5-26"
"Sophie","Cyprus","M",0,0,1,"2018-6-3"
"Raegan","Manx","M",1,0,0,"2017-12-23"
"Kellie","Aegean","F",0,1,0,"2018-3-3"
"Kaylah","Nebelung","U",0,1,0,"2018-2-20"
"Larry","Siamese ","U",0,1,0,"2017-9-29"
"Rodrigo","Dragon Li","F",1,1,1,"2018-2-11"
"Micah","Siberian","F",1,0,0,"2018-5-3"
"Theodore","Balinese","M",0,0,0,"2018-7-7"
"Lonnie","Aphrodite Giant","U",1,1,1,"2017-11-8"
"Tyrique","American Wirehair","F",0,0,1,"2018-5-28"
"Jade","British Semi-longhair","U",1,1,0,"2018-7-4"
"Marilie","European Shorthair","F",1,0,1,"2018-4-29"
"Fletcher","Siberian","M",0,0,0,"2017-8-21"
"Alice","Kurilian Bobtail","F",0,1,1,"2018-5-29"
"Kiel","Exotic Shorthair","F",0,1,0,"2018-7-15"
"Easton","Cheetoh","F",0,0,0,"2018-7-21"
"Mary","Highlander","M",0,1,0,"2018-3-7"
"Ernestina","Nebelung","M",0,0,0,"2018-6-30"
"Sienna","LaPerm","M",1,1,0,"2018-5-7"
"Ryleigh","Ukrainian Levkoy","F",1,0,0,"2018-6-15"
"Mathilde","Toyger","U",1,0,0,"2018-1-4"
"Nash","California Spangled","U",1,1,1,"2017-9-1"
"Elta","Mekong Bobtail","F",1,1,0,"2018-6-4"
"Llewellyn","Australian Mist","M",0,0,0,"2017-10-9"
"Kristian","Kurilian Bobtail","F",1,0,1,"2018-5-9"
"Brayan","Chartreux","M",1,0,1,"2017-11-27"
"Marjory","Japanese Bobtail","M",1,0,0,"2018-6-3"
"Kiel","Karelian Bobtail","U",1,1,0,"2017-12-12"
"Mayra","Sphynx","U",1,0,0,"2018-3-1"
"Ruthe","Siberian","U",0,0,1,"2017-11-27"
"Deon","Dwelf","F",1,0,1,"2018-1-18"
"Rahsaan","Korn Ja","M",1,1,1,"2018-2-13"
"Lottie","Scottish Fold","U",0,1,0,"2018-7-6"
"Ladarius","Asian Semi-longhair","M",0,0,0,"2017-8-12"
"Vicky","American Curl","U",1,0,0,"2018-1-4"
"Melisa","Toyger","U",0,0,0,"2018-4-18"
